"id","created_at","modified_at","status","name","more_infos","datagasto","total","description_on_invoice","opcoes_cartao","card_bank_id","segmento_id"
3581,2023-02-19 07:53:57.903 -0300,2023-02-19 07:53:57.903 -0300,true,PIX - Raimundo Eduardo,,2023-01-11,"20.0",,T,1,15
3580,2023-02-19 07:43:26.472 -0300,2023-02-19 07:43:26.472 -0300,true,PIX - Luciana da Rocha Felix,,2023-02-16,"40.0",,T,1,11
3579,2023-02-19 04:54:15.659 -0300,2023-02-19 04:54:15.659 -0300,true,Supermercado Muffato,,2023-02-16,"81.07",,C,1,1
3578,2023-02-19 04:52:48.301 -0300,2023-02-19 04:52:48.301 -0300,true,Supermercado Avenida,,2023-02-18,"99.41",,C,1,1
3577,2023-02-19 04:52:09.437 -0300,2023-02-19 04:52:09.437 -0300,true,Auto Posto Rio Pretao,,2023-02-18,"30.02",,C,1,4
3576,2023-02-19 04:47:16.820 -0300,2023-02-19 04:47:16.821 -0300,true,Supermercado Nagai,,2023-02-15,"36.71",,C,1,1
3575,2023-02-19 04:46:34.876 -0300,2023-02-19 04:46:34.876 -0300,true,Posto Rodotruck,,2023-02-15,"50.0",,C,1,4
3574,2023-02-14 21:30:01.248 -0300,2023-02-14 21:30:01.248 -0300,true,Abril Comunicações,,2023-02-10,"12.88",,C,1,6
3573,2023-02-14 21:28:47.509 -0300,2023-02-14 21:28:47.509 -0300,true,Le Postiche,Carteira Couro Vegetal Preto,2023-02-11,"146.96",NelsonTrevisan,C,1,3
3572,2023-02-14 21:20:57.760 -0300,2023-02-14 21:20:57.760 -0300,true,Supermercado Avenida,,2023-02-12,"51.07",,C,1,1
3571,2023-02-14 21:16:00.826 -0300,2023-02-14 21:16:47.239 -0300,true,Consórcio Estacionamento,Prudenshopping,2023-02-11,"12.0",,C,1,3
3570,2023-02-14 21:15:13.821 -0300,2023-02-14 21:15:13.821 -0300,true,Help,Chip Vivo,2023-02-11,"20.0",ALVES E SANCHES ACES,C,1,3
3569,2023-02-14 21:02:18.645 -0300,2023-02-14 21:02:18.645 -0300,true,Farma Fórmulas,Shampoo anti-caspa-Pomada,2023-02-11,"90.0",,C,1,9
3568,2023-02-14 21:00:11.407 -0300,2023-02-14 21:11:28.426 -0300,true,Cantinho do Diabético,Fitinha-bala,2023-02-11,"91.25",,C,1,9
3567,2023-02-14 20:57:40.610 -0300,2023-02-14 20:57:40.610 -0300,true,Supermercado Nagai,,2023-02-10,"23.09",,C,1,1
3566,2023-02-14 20:24:44.024 -0300,2023-04-30 08:20:35.816 -0300,true,Drogasil,Etna-cx c/ 50-2 Barras cereal,2023-02-10,"129.97",,C,1,9
3565,2023-02-14 11:57:05.382 -0300,2023-02-14 11:57:05.382 -0300,true,Pagamento IRRF-MEI,,2023-02-07,"160.0",Jaime Marques Caldei,D,1,6
3564,2023-02-10 08:09:24.782 -0300,2023-02-10 08:09:24.782 -0300,true,SiqGrill,,2023-02-05,"36.9",,C,1,3
3563,2023-02-10 08:08:39.140 -0300,2023-07-12 08:54:40.114 -0300,true,Vila Romana,MegaOnix (Capinha Celular Zenaide),2023-02-08,"20.0",PAG*LuizDuarteDaSilv,C,1,6
3562,2023-02-10 08:05:06.106 -0300,2023-02-10 08:05:06.106 -0300,true,Drogaria Marioto,Esparadrapo-Resfenol,2023-02-08,"34.1",,C,1,9
3561,2023-02-10 08:02:26.437 -0300,2023-02-10 08:02:26.437 -0300,true,Supermercado Nagai,,2023-02-08,"46.67",,C,1,1
3560,2023-02-10 08:01:21.299 -0300,2023-02-10 08:01:21.299 -0300,true,Casa de Carnes Pavani,,2023-02-08,"38.9",,C,1,7
3559,2023-02-10 08:00:27.415 -0300,2023-02-10 08:00:27.415 -0300,true,Drogaria São Paulo,,2023-02-05,"40.47",,C,1,9
3558,2023-02-10 07:59:03.180 -0300,2023-02-10 07:59:03.180 -0300,true,Supermercado Muffato,,2023-02-03,"43.97",,C,1,1
3557,2023-02-10 07:58:20.791 -0300,2023-02-10 07:58:20.791 -0300,true,Supermercado Muffato,,2023-02-01,"22.64",,C,1,1
3556,2023-02-10 07:57:12.165 -0300,2023-02-10 07:57:12.166 -0300,true,Supermercado Avenida,,2023-01-31,"30.69",,C,1,1
3555,2023-02-10 07:26:01.816 -0300,2023-02-10 07:26:01.816 -0300,true,Amazon,Suporte De Cama Desk Slim C/Mousepad P/Notebook,2023-02-07,"103.1",,C,1,18
3554,2023-02-10 07:21:59.389 -0300,2023-02-10 07:22:23.834 -0300,true,Drogasil,Jardiance,2023-02-06,"202.93",,C,1,9
3553,2023-02-10 07:20:56.724 -0300,2023-02-10 07:20:56.724 -0300,true,Supermercado Nagai,,2023-02-04,"87.2",,C,1,1
3552,2023-02-10 07:19:56.062 -0300,2023-02-10 07:19:56.062 -0300,true,Supermercado Nagai,,2023-01-31,"40.59",,C,1,1
3551,2023-01-31 06:09:34.826 -0300,2023-01-31 06:09:34.826 -0300,true,Supermercado Muffato,,2023-01-29,"94.72",,C,1,1
3550,2023-01-31 06:02:21.963 -0300,2023-01-31 06:02:21.964 -0300,true,Deise Gonzaga,Queijo da feira,2023-01-28,"27.0",,C,1,7
3549,2023-01-27 07:26:33.500 -0300,2023-01-27 07:26:33.500 -0300,true,Casa de Carnes Pavani,Kibe,2023-01-26,"38.14",,C,1,7
3548,2023-01-27 07:25:20.950 -0300,2023-01-27 07:25:20.950 -0300,true,Supermercado Avenida,,2023-01-25,"62.21",,C,1,1
3547,2023-01-27 07:18:23.092 -0300,2023-01-27 07:21:51.724 -0300,true,Iphone,"Bateria(650,00)-Película(150,00)",2023-01-20,"800.04",,C,5,6
3546,2023-01-25 17:08:40.312 -0300,2023-01-25 17:08:40.312 -0300,true,Pedágio,Indiana-Londrina,2023-01-21,"6.1",,D,1,5
3545,2023-01-25 17:07:27.958 -0300,2023-01-25 17:07:27.958 -0300,true,Pedágio,Ranchari-Londrina,2023-01-21,"7.0",,D,1,5
3544,2023-01-25 17:06:19.913 -0300,2023-01-25 17:06:19.913 -0300,true,Pedágio,Paraguaçu-Londrina,2023-01-21,"6.7",,D,1,5
3543,2023-01-25 17:03:59.446 -0300,2023-01-25 17:03:59.446 -0300,true,Pedágio,Florínea-Londrina,2023-01-21,"10.4",,D,1,5
3542,2023-01-25 07:11:10.914 -0300,2023-01-25 07:11:10.914 -0300,true,StopMotos,Regular válvula,2023-01-24,"50.0",,C,1,2
3541,2023-01-25 07:09:52.332 -0300,2023-01-25 07:09:52.332 -0300,true,Supermercado Estrela,,2023-01-24,"28.37",,C,1,1
3540,2023-01-25 07:08:58.302 -0300,2023-01-25 07:08:58.302 -0300,true,Supermercado Muffato,,2023-01-23,"217.48",,C,1,1
3539,2023-01-25 07:07:37.011 -0300,2023-01-25 07:07:37.011 -0300,true,Drogasil,Antiperspirante-2 barras-prestobarba,2023-01-23,"63.8",,C,1,9
3538,2023-01-22 19:27:00.743 -0300,2023-01-22 19:27:00.743 -0300,true,Supermercado Avenida,,2023-01-22,"47.54",,C,1,7
3537,2023-01-22 19:25:51.796 -0300,2023-04-30 08:13:39.684 -0300,true,Feira,Queijo,2023-01-21,"8.0",TatianeMassumi,C,1,7
3536,2023-01-22 19:24:37.924 -0300,2023-01-22 19:24:37.925 -0300,true,Posto Bandeiras,Etanol - Carro alugado,2023-01-21,"125.8",,C,1,4
3535,2023-01-22 19:20:25.857 -0300,2023-01-22 19:20:25.857 -0300,true,Estacionamento,Shopping Catuai,2023-01-20,"14.0",,C,1,3
3534,2023-01-22 19:18:32.197 -0300,2023-01-22 19:18:32.197 -0300,true,Café cultura Catuai,Esfiha - Espresso com leite,2023-01-20,"20.0",,C,1,7
3533,2023-01-22 19:16:29.696 -0300,2023-01-22 19:16:29.696 -0300,true,Estacionamento EstaCenter Londrina,,2023-01-20,"8.0",,C,1,30
3532,2023-01-22 18:33:10.375 -0300,2023-01-22 18:43:11.048 -0300,true,Estacionamento EstaCenter Londrina,,2023-01-20,"14.0",,C,1,30
3531,2023-01-22 18:28:13.592 -0300,2023-04-04 08:39:26.491 -0300,true,Nossa Frota Locação de Veículos,Fiat Pulse,2023-01-17,"560.04",,C,1,6
3530,2023-01-22 18:24:57.162 -0300,2023-01-22 18:24:57.162 -0300,true,Supermercado Nagai,,2023-01-17,"59.36",,C,1,1
3529,2023-01-15 07:09:28.472 -0300,2023-01-15 07:09:28.472 -0300,true,Supermercado Muffato,,2023-01-04,"60.0",,C,1,1
3528,2023-01-15 07:05:31.692 -0300,2023-01-15 07:05:31.692 -0300,true,Curso de Testes,,2023-01-13,"354.8",Htm-alberto Souz,C,1,24
3527,2023-01-15 07:03:53.895 -0300,2023-01-15 07:03:53.895 -0300,true,SiqGrill,,2023-01-14,"36.9",,C,1,3
3526,2023-01-15 07:03:09.075 -0300,2023-01-15 07:03:09.075 -0300,true,Marina Cartuchos,Cartucho Preto - Pendrive 16GB,2023-01-14,"101.9",ademir molina gomes,C,1,18
3525,2023-01-10 16:58:11.760 -0300,2023-01-10 16:58:11.760 -0300,true,Supermercado Avenida,,2023-01-09,"67.82",,C,1,1
3524,2023-01-10 16:57:29.244 -0300,2023-01-10 16:57:29.244 -0300,true,Farmácia Nissei,Timoptol-XE - Vitamina D 50000UI,2023-01-09,"120.69",,C,1,9
3523,2023-01-10 16:55:34.422 -0300,2023-01-10 16:55:34.422 -0300,true,Farmácia Nissei,"3 Noiripurum",2023-01-09,"53.4",,C,1,9
3522,2023-01-10 16:52:54.745 -0300,2023-01-10 16:52:54.745 -0300,true,Supermercado Muffato,,2023-01-08,"43.75",,C,1,1
3521,2023-01-10 16:52:13.434 -0300,2023-01-10 16:52:13.434 -0300,true,Deise Gonzaga,Queijo da feira,2023-01-08,"7.0",,C,1,7
3520,2023-01-10 16:51:12.865 -0300,2023-01-10 16:51:12.865 -0300,true,Supermercado Avenida,,2023-01-06,"40.0",,C,1,1
3519,2023-01-06 08:30:30.557 -0300,2023-01-06 08:30:30.557 -0300,true,Supermercado Avenida,,2023-01-03,"19.17",,C,1,1
3518,2023-01-06 08:29:47.620 -0300,2023-01-06 08:29:47.620 -0300,true,Supermercado Muffato,,2023-01-04,"80.73",,C,1,1
3516,2023-01-06 08:24:50.371 -0300,2023-01-06 08:24:50.371 -0300,true,Casa de Carnes Pavani,Quibe,2023-01-05,"38.5",,C,1,7
3515,2023-01-06 08:23:58.524 -0300,2023-01-06 08:23:58.524 -0300,true,Drogasil,PLAX FRESH-UTS-BAR-MU WHEYF,2023-01-04,"31.4",,C,1,9
3514,2023-01-06 08:22:16.753 -0300,2023-01-06 08:22:16.753 -0300,true,Farma Fórmulas,Shampoo anti-caspa,2023-01-04,"45.0",JakelineAparecida,C,1,9
3513,2023-01-03 08:38:01.578 -0300,2023-01-03 08:38:01.578 -0300,true,Farma Fórmulas,Shampoo anti-caspa,2022-12-02,"40.0",JakelineAparecida,C,1,9
3512,2023-01-03 08:21:56.998 -0300,2023-02-14 21:03:42.399 -0300,true,Cantinho do Diabético,Bala,2022-08-29,"17.8",,D,4,9
3511,2023-01-03 08:20:13.420 -0300,2023-01-03 08:20:13.420 -0300,true,Farma Fórmulas,Shampoo anti-caspa,2022-08-31,"45.0",,D,4,9
3510,2023-01-03 08:13:38.805 -0300,2023-01-03 08:13:38.805 -0300,true,Farma Fórmulas,Shampoo anti-caspa,2022-10-20,"40.0",,C,1,9
3509,2023-01-03 08:07:54.570 -0300,2023-01-03 08:07:54.570 -0300,true,Supermercado Avenida,,2023-01-02,"25.43",,C,1,1
3508,2023-01-02 09:53:42.463 -0300,2023-01-02 09:53:42.463 -0300,true,BK Brasil,Milksheik,2022-12-30,"13.9",,C,1,7
3507,2023-01-02 09:07:59.895 -0300,2023-04-30 08:12:56.380 -0300,true,Feira,Biscoito,2022-12-31,"6.5",,C,1,7
3506,2022-12-29 09:52:54.292 -0300,2022-12-29 09:52:54.292 -0300,true,Supermercado Avenida,,2022-12-27,"52.72",,C,1,1
3505,2022-12-29 09:52:10.809 -0300,2022-12-29 09:52:10.809 -0300,true,Drogasil,Amoxilina 500mg,2022-12-28,"16.19",,C,1,9
3504,2022-12-27 09:56:44.015 -0300,2022-12-27 09:56:44.015 -0300,true,Farmácia da Hora(Jorge),Antibiótico,2022-12-26,"7.0",,C,1,9
3503,2022-12-27 09:53:20.045 -0300,2022-12-27 09:53:20.045 -0300,true,OLIVEIRA MENEGATE,,2022-12-23,"31.0",,C,1,6
3502,2022-12-26 16:37:41.796 -0300,2022-12-26 16:37:41.796 -0300,true,PIX - Luciana da Rocha Felix,,2022-12-23,"40.0",,T,1,11
3501,2022-12-23 08:06:32.263 -0300,2022-12-23 08:06:32.263 -0300,true,Supermercado Muffato,,2022-12-20,"93.53",,C,1,1
3500,2022-12-23 08:04:22.716 -0300,2022-12-23 08:04:22.716 -0300,true,Drogasil,Reconter-Barra-Nimezulida,2022-12-20,"106.01",,C,1,9
3499,2022-12-23 07:17:57.619 -0300,2023-02-19 07:57:05.413 -0300,true,PIX - Renan Alberto Ribeiro,Renangui clash,2022-12-20,"50.0",,T,1,20
3498,2022-12-20 06:50:59.891 -0300,2022-12-20 06:50:59.891 -0300,true,Supermercado Muffato,,2022-12-18,"70.0",,C,1,1
3497,2022-12-20 06:48:57.794 -0300,2022-12-20 06:49:39.172 -0300,true,Digital Celulares,Bateria - Iphone8,2022-12-17,"180.0",,C,1,8
3496,2022-12-17 08:05:42.269 -0300,2022-12-17 08:05:42.269 -0300,true,Dr. Pastel - Parque do povo,Pastel + suco,2022-12-16,"33.0",MARA LUCIA ALVES,C,1,7
3495,2022-12-17 07:59:56.894 -0300,2022-12-17 07:59:56.894 -0300,true,PIX - Raimundo Eduardo,Cabelo,2022-12-16,"20.0",,T,1,15
3494,2022-12-16 07:31:04.192 -0300,2022-12-16 07:31:04.192 -0300,true,Burguer King - ParqueShopping,Sorvete,2022-12-15,"13.9",BK Brasil,C,1,7
3493,2022-12-16 07:27:40.656 -0300,2022-12-16 07:27:40.656 -0300,true,Supermercado Muffato,,2022-12-15,"50.0",,C,1,1
3492,2022-12-16 07:26:32.058 -0300,2022-12-17 07:24:02.476 -0300,true,Kalunga,Fone,2022-12-14,"74.9",Filial Presidente Pr,C,1,18
3491,2022-12-16 07:06:17.712 -0300,2022-12-16 07:06:17.712 -0300,true,Supermercado Avenida,,2022-12-14,"80.91",,C,1,1
3490,2022-12-16 07:05:23.576 -0300,2022-12-16 07:05:23.576 -0300,true,Supermercado Muffato,,2022-12-12,"22.4",,C,1,1
3489,2022-12-11 11:09:48.085 -0300,2022-12-11 11:09:48.085 -0300,true,Casa de Carnes Pavani,Quibe,2022-12-09,"38.37",,C,1,7
3488,2022-12-11 11:09:02.996 -0300,2022-12-11 11:09:02.996 -0300,true,Supermercado Avenida,,2022-12-09,"64.3",,C,1,1
3487,2022-12-11 11:08:09.457 -0300,2022-12-11 11:08:09.457 -0300,true,Supermercado Muffato,,2022-12-07,"55.56",,C,1,1
3486,2022-12-11 11:07:14.864 -0300,2022-12-11 11:07:14.864 -0300,true,Espetinho do Japones,,2022-12-09,"36.4",,C,1,7
3485,2022-12-11 11:05:26.364 -0300,2022-12-11 11:05:26.364 -0300,true,Dominio: gastosluxu.com.br,,2022-12-08,"40.0",,C,1,18
3484,2022-12-11 10:41:16.917 -0300,2023-04-21 17:40:27.264 -0300,true,Udemy,Curso - Clean Architecture,2022-12-07,"65.34",,C,1,24
3483,2022-12-11 10:35:20.195 -0300,2022-12-11 10:35:20.195 -0300,true,TED - Mirae Asset,Custo do TED,2022-12-07,"11.8",,T,1,6
3482,2022-12-11 10:29:59.587 -0300,2022-12-11 10:29:59.587 -0300,true,TED - Mirae Asset,,2022-12-07,"161.0",,T,1,22
3481,2022-12-07 06:23:27.881 -0300,2022-12-07 06:23:27.881 -0300,true,SP Cap,Idea Maker Meios De Pagame,2022-12-03,"10.0",,D,1,26
3480,2022-12-06 15:22:52.084 -0300,2022-12-06 15:22:52.084 -0300,true,Supermercado Avenida,,2022-12-04,"63.91",,C,1,1
3479,2022-12-06 15:22:00.977 -0300,2022-12-06 15:22:00.977 -0300,true,Supermercado Muffato,,2022-12-02,"40.0",,C,1,1
3478,2022-12-06 15:20:54.063 -0300,2022-12-06 15:20:54.063 -0300,true,Papelaria Mix,Fita Crepe,2022-12-03,"6.9",,C,1,6
3477,2022-12-06 15:19:45.400 -0300,2022-12-06 15:19:45.400 -0300,true,Drogasil,Insit 50MG - Menthos Kiss - Barra,2022-12-01,"88.58",,C,1,9
3476,2022-12-06 15:17:26.237 -0300,2022-12-06 15:17:26.237 -0300,true,Carregador Tablet João,TATENO ELETRONICO,2022-12-03,"30.0",,C,1,6
3475,2022-12-06 15:13:21.946 -0300,2023-04-07 18:03:32.990 -0300,true,Farma Fórmulas,Jakeline Aparecida,2022-12-02,"40.0",,C,1,7
3474,2022-12-06 15:02:08.225 -0300,2022-12-06 15:02:08.225 -0300,true,Supermercado Muffato,,2022-12-05,"69.27",,C,1,1
3473,2022-12-06 12:24:07.340 -0300,2022-12-06 12:53:33.385 -0300,true,Mercado livre,Viseira Cap. Aberto,2022-12-05,"34.65",,C,1,26
3472,2022-12-01 08:01:27.758 -0300,2022-12-01 08:01:27.758 -0300,true,Supermercado Muffato,,2022-11-30,"45.51",,C,1,1
3471,2022-12-01 08:00:54.021 -0300,2022-12-01 08:00:54.021 -0300,true,Supermercado Avenida,,2022-11-29,"56.38",,C,1,1
3470,2022-12-01 08:00:10.957 -0300,2022-12-01 08:00:10.957 -0300,true,Auto Posto GR,,2022-11-29,"80.0",,C,1,4
3469,2022-12-01 07:57:27.928 -0300,2022-12-01 07:57:27.928 -0300,true,PIX - Luciana da Rocha Felix,Enfermeira e Podologia,2022-11-30,"140.0",,T,1,11
3468,2022-11-28 12:15:37.371 -0300,2022-11-28 12:15:37.371 -0300,true,Supermercado Avenida,,2022-11-27,"46.56",,C,1,1
3467,2022-11-28 12:09:20.360 -0300,2022-12-17 07:37:05.940 -0300,true,Dominio: luxu.com.br,Renovação,2022-11-28,"40.0",,C,1,18
3466,2022-11-26 07:49:03.245 -0300,2022-11-26 07:49:03.245 -0300,true,Drogasil,TIMOPTOL-2 CHOCK DRAG AO LEITE-Lenços Umidecidos,2022-11-23,"86.7",,C,1,9
3465,2022-11-26 07:12:08.152 -0300,2022-11-26 07:12:08.152 -0300,true,Supermercado Estrela,,2022-11-25,"55.47",,C,1,1
3464,2022-11-26 07:11:31.048 -0300,2022-11-26 07:14:06.253 -0300,true,Hering Store,,2022-11-23,"79.99",,C,1,6
3463,2022-11-26 07:10:25.306 -0300,2022-11-26 07:10:25.306 -0300,true,Supermercado Muffato,,2022-11-23,"21.27",,C,1,1
3462,2022-11-23 09:24:17.800 -0300,2022-11-23 09:24:17.800 -0300,true,Drogasil,Dove Men-Elmex-Nutrig Barra,2022-11-22,"65.78",,C,1,9
3461,2022-11-23 09:22:54.989 -0300,2022-11-23 09:22:54.989 -0300,true,Supermercado Avenida,,2022-11-22,"43.45",,C,1,1
3460,2022-11-23 09:21:54.814 -0300,2022-11-23 09:21:54.814 -0300,true,Supermercado Muffato,,2022-11-20,"52.57",,C,1,1
3459,2022-11-23 09:21:16.627 -0300,2022-11-23 09:21:16.627 -0300,true,Supermercado Muffato,,2022-11-18,"44.19",,C,1,1
3458,2022-11-23 09:20:02.139 -0300,2023-04-21 17:38:36.949 -0300,true,Udemy,Curso - PHP,2022-11-21,"22.9",,C,1,24
3457,2022-11-23 09:18:38.702 -0300,2022-11-23 09:18:38.702 -0300,true,PIX - Raimundo Eduardo,Cabelo,2022-11-22,"20.0",,C,1,15
3456,2022-11-16 17:22:00.032 -0300,2022-11-16 17:22:00.032 -0300,true,Escapamentos Ipiranga,,2022-11-16,"259.98",,C,1,2
3455,2022-11-16 17:18:00.626 -0300,2022-11-16 17:18:00.627 -0300,true,Supermercado Muffato,,2022-11-15,"103.95",,C,1,1
3454,2022-11-14 16:35:23.803 -0300,2022-11-14 16:37:07.609 -0300,true,Camelódromo,Compra Pouchet,2022-11-14,"30.0",JoaoFernandoEgea,C,1,6
3453,2022-11-14 16:34:00.764 -0300,2022-11-14 16:34:00.764 -0300,true,Casa de Carnes Pavani,Quibe,2022-11-14,"35.2",,C,1,7
3452,2022-11-14 16:33:11.892 -0300,2022-11-14 16:33:11.892 -0300,true,Supermercado Avenida,,2022-11-14,"51.8",,C,1,1
3451,2022-11-14 16:32:35.321 -0300,2022-11-14 16:32:35.321 -0300,true,Supermercado Muffato,,2022-11-13,"129.82",,C,1,1
3450,2022-11-14 16:29:07.529 -0300,2022-11-14 16:29:07.529 -0300,true,TED - Mirae Asset,Custo do TED,2022-11-10,"11.0",,T,1,6
3449,2022-11-14 16:27:12.575 -0300,2022-11-14 16:27:12.575 -0300,true,TED - Mirae Asset,,2022-11-10,"136.0",,T,1,22
3448,2022-11-13 08:47:08.048 -0300,2023-02-14 21:08:55.137 -0300,true,Cantinho do Diabético,Bala fitinha,2022-11-10,"92.8",,C,1,9
3447,2022-11-13 08:45:18.678 -0300,2023-04-30 08:12:05.653 -0300,true,Deise Gonzaga,Queijo da feira,2022-11-12,"38.0",,C,1,7
3446,2022-11-13 08:44:14.643 -0300,2022-11-13 08:44:14.643 -0300,true,Bastter,Assinatura,2022-11-12,"39.9",,C,1,26
3445,2022-11-11 19:14:08.500 -0300,2022-11-13 08:42:05.159 -0300,true,Farmácia Santa Filomen-Jd.Brasília,Esparadrapo,2022-11-08,"10.0",,D,1,9
3444,2022-11-11 18:51:57.905 -0300,2022-11-11 18:53:44.158 -0300,true,Mercado Zona Leste,Fita Crepe,2022-11-08,"7.55",,D,1,1
3443,2022-11-10 10:40:40.909 -0300,2022-11-10 10:40:40.909 -0300,true,Supermercado Avenida,,2022-11-09,"60.19",,C,1,1
3442,2022-11-07 15:39:17.130 -0300,2022-11-07 15:40:33.177 -0300,true,Curso HB - O Método da Refatoração Rápida,EDUZZ EDUZZ,2022-11-07,"47.0",,C,1,24
3441,2022-11-07 15:37:45.590 -0300,2022-11-07 15:37:45.590 -0300,true,Supermercado Avenida,,2022-11-06,"45.3",,C,1,1
3440,2022-11-07 15:36:56.623 -0300,2022-11-07 15:36:56.623 -0300,true,Deise Gonzaga,Queijo da feira,2022-11-05,"38.0",PAG*Deisegonzaga,C,1,7
3439,2022-11-07 15:35:46.970 -0300,2022-11-07 15:35:46.970 -0300,true,Supermercado Avenida,,2022-11-04,"38.32",,C,1,1
3438,2022-11-07 15:35:14.181 -0300,2022-11-07 15:35:14.181 -0300,true,Farmácia Nissei,,2022-11-04,"13.95",,C,1,9
3437,2022-11-04 10:45:27.051 -0300,2022-11-04 10:45:27.051 -0300,true,Supermercado Estrela,,2022-11-03,"61.74",,C,1,1
3436,2022-11-02 11:48:04.334 -0300,2022-11-02 11:48:04.334 -0300,true,Farmácia Nissei,,2022-11-02,"51.02",,C,1,9
3435,2022-11-01 10:57:37.766 -0300,2022-11-01 10:57:37.766 -0300,true,"99app",,2022-10-27,"12.9",,C,2,28
3434,2022-11-01 10:54:54.735 -0300,2022-11-01 10:56:49.991 -0300,true,"99app",,2022-10-27,"11.4",,C,2,28
3433,2022-11-01 10:05:00.470 -0300,2022-11-01 10:05:00.470 -0300,true,Sportime,Luva de goleiro,2022-11-01,"97.0",,C,1,6
3432,2022-11-01 10:03:26.857 -0300,2022-11-01 10:03:26.857 -0300,true,Drogasil,Sal ENO - Jardiance 25oMG - Nutrig Barra - Balinha,2022-10-31,"251.82",,C,1,9
3431,2022-11-01 09:59:39.441 -0300,2022-11-01 09:59:39.441 -0300,true,Supermercado Muffato,,2022-10-31,"41.65",,C,1,1
3430,2022-11-01 09:57:59.504 -0300,2022-11-01 09:57:59.504 -0300,true,Sorveteria Lemonege,,2022-10-30,"14.0",MERCADOPAGO*LEMONEGE,C,1,7
3429,2022-10-27 07:48:09.295 -0300,2022-10-27 07:48:09.295 -0300,true,Supermercado Avenida,,2022-10-26,"62.37",,C,1,1
3428,2022-10-26 17:26:15.146 -0300,2022-10-26 17:26:15.146 -0300,true,Curso HB - Passaporte DEV Sênior,EDUZZ EDUZZ,2022-10-25,"1196.4",,C,1,24
3427,2022-10-26 17:03:22.024 -0300,2022-10-26 17:03:22.024 -0300,true,Casa de Carnes Pavani,Quibe,2022-10-26,"35.41",PAVANI E COUTINHO,C,1,7
3426,2022-10-26 17:01:29.010 -0300,2022-10-26 17:02:11.398 -0300,true,Auto Posto Ladome,Parque do povo com Brasil,2022-10-25,"80.0",BERLINF*AUTO POSTO L,C,1,4
3425,2022-10-26 17:00:00.134 -0300,2022-10-26 17:00:00.134 -0300,true,Supermercado Muffato,,2022-10-25,"58.41",,C,1,1
3424,2022-10-25 11:21:27.241 -0300,2022-10-25 11:21:27.241 -0300,true,Supermercado Avenida,,2022-10-24,"37.06",,C,1,1
3423,2022-10-24 09:04:20.414 -0300,2023-04-30 08:11:44.931 -0300,true,Deise Gonzaga,Queijo da feira,2022-10-22,"44.5",,C,1,7
3422,2022-10-24 08:57:43.141 -0300,2023-07-25 16:31:44.923 -0300,true,Gilmar Dentista,,2022-10-21,"900.0",,T,1,34
3421,2022-10-24 08:54:15.511 -0300,2022-10-24 08:54:15.511 -0300,true,Supermercado Avenida,,2022-10-21,"67.63",,C,1,1
3420,2022-10-24 08:53:31.447 -0300,2022-10-24 08:53:31.447 -0300,true,Supermercado Estrela,,2022-10-22,"44.73",,C,1,1
3419,2022-10-24 08:50:22.363 -0300,2022-10-24 08:50:22.363 -0300,true,Posto Janda,Troca de Óleo e Bala,2022-10-20,"156.4",,C,1,4
3418,2022-10-20 09:34:33.247 -0300,2023-02-19 07:58:29.166 -0300,true,PIX - Renan Alberto Ribeiro,Renangui clash,2022-10-18,"50.0",,T,2,20
3417,2022-10-20 09:33:34.320 -0300,2022-10-20 09:33:34.320 -0300,true,PIX - Luciana da Rocha Felix,,2022-10-18,"40.0",,T,2,11
3416,2022-10-20 09:31:33.092 -0300,2022-10-20 09:31:33.092 -0300,true,Fire TV Stick,,2022-10-19,"379.0",,C,1,26
3415,2022-10-20 09:25:11.484 -0300,2022-10-20 09:25:11.484 -0300,true,Xiaomi Mi TV Stick,,2022-01-17,"357.3",,C,1,26
3414,2022-10-20 09:10:22.215 -0300,2022-10-20 09:11:21.619 -0300,true,WR Componentes Eletrônicos,Bat Telefone Fixo,2022-10-19,"35.0",,C,1,6
3413,2022-10-19 06:43:02.172 -0300,2022-10-19 06:43:02.172 -0300,true,Espetinho do Japones,,2022-10-16,"72.8",,C,1,7
3412,2022-10-19 06:42:05.244 -0300,2022-10-19 06:42:05.244 -0300,true,Supermercado Muffato,,2022-10-18,"46.04",,C,1,1
3411,2022-10-19 06:41:29.276 -0300,2022-10-19 06:41:29.276 -0300,true,Casa de Carnes Pavani,Quibe,2022-10-18,"35.34",,C,1,7
3410,2022-10-19 06:38:34.936 -0300,2022-10-19 06:38:34.936 -0300,true,Supermercado Nagai,,2022-10-17,"25.32",,C,1,1
3409,2022-10-15 07:28:37.525 -0300,2022-10-15 07:28:37.525 -0300,true,Mercado Zona Leste,Fita Crepe,2022-10-10,"5.95",,C,1,1
3408,2022-10-15 07:25:46.973 -0300,2022-10-15 07:26:38.031 -0300,true,PIX - Andréa dos Santos Rodrigues,Pagto Van Criarte,2022-10-11,"270.0",,T,2,28
3407,2022-10-15 07:24:18.111 -0300,2022-10-15 07:24:18.111 -0300,true,Droga Bem,Esparadrapo,2022-10-09,"26.0",,C,2,9
3406,2022-10-15 07:12:12.827 -0300,2022-10-15 07:12:12.827 -0300,true,Supermercado Muffato,,2022-10-14,"30.01",,C,1,1
3405,2022-10-15 07:11:19.437 -0300,2022-10-15 07:11:19.437 -0300,true,Supermercado Muffato,,2022-10-12,"60.0",,C,1,1
